Run,TrialN,Procedure,Font,StartTR2000,ITI2000,StartTR650,ITI650,Condition,target1,target2,target3,target4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,global trigger time,testMonitor,global time,stim1_time,stim2_time,stim3_time,stim4_time,sync,end_break,abort,Choose,RUN,TR,ID,date,expName,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,t,space,escape,RUN 0 for Sound Test; RUN 1-8 for task,99,2000,0,2022_Feb_09_1725,fastloc_malins_v4,60.01578174966103,
,,,,,,,,,,,,,,,,,t,12.236053104001257,,,,,,,t,space,escape,RUN 0 for Sound Test; RUN 1-8 for task,99,2000,0,2022_Feb_09_1725,fastloc_malins_v4,60.01578174966103,
1,0,Null,Arial,0,6,0,0,1, , , , ,0,0,0,0,,,3.5872721930008993,15.838134847001129,0.048562289999608765,0.9994150989987247,2.000305462999677,3.001087100999939,t,space,escape,RUN 0 for Sound Test; RUN 1-8 for task,99,2000,0,2022_Feb_09_1725,fastloc_malins_v4,60.01578174966103,
1,1,FalVisProc,Wingdings,6,6,0,0,3,t`uy,_`ass,th`oa,fo`t,0,1,1,1,,,5.986490449000485,21.826120998000988,6.003423835998547,6.987703855998916,7.988693897999838,8.98948566099898,t,space,escape,RUN 0 for Sound Test; RUN 1-8 for task,99,2000,0,2022_Feb_09_1725,fastloc_malins_v4,60.01578174966103,
1,2,VisProc,Arial,12,6,0,0,1,cart,dance,flesh,sheep,0,2,2,2,,,6.004054429999087,27.83105408099982,11.99176917299883,12.993023594999613,13.993447520999325,14.99449637699945,t,space,escape,RUN 0 for Sound Test; RUN 1-8 for task,99,2000,0,2022_Feb_09_1725,fastloc_malins_v4,60.01578174966103,
